"Year","Community","Treatment","Chamber","TotalBelowMass_m2"
2025,"MX","A",15,270.79349155093
2025,"MX","C",3,283.595113438045
2025,"MX","C",5,136.376461736213
2025,"MX","C",7,170.7318347598
2025,"MX","C",10,50.0308283955649
2025,"MX","C",14,89.7419820045772
2025,"MX","E",1,498.348852034152
2025,"MX","E",4,329.445820401083
2025,"MX","E",8,143.822303037903
2025,"MX","E",11,889.71272115455
2025,"MX","E",13,460.989016730936
2025,"SC","A",2,22.7294102893689
2025,"SC","A",4,46.8957373211692
2025,"SC","A",8,66.2287989466094
2025,"SC","A",12,203.389033451422
2025,"SC","A",15,102.804861481226
2025,"SC","C",3,196.335078534031
2025,"SC","C",5,53.6884346490265
2025,"SC","C",7,199.992684787493
2025,"SC","C",11,35.9229185607842
2025,"SC","C",13,178.308304856256
2025,"SC","E",1,104.764293402723
2025,"SC","E",6,64.3999958198786
2025,"SC","E",9,170.078690785967
2025,"SC","E",10,594.099758597987
2025,"SC","E",14,174.911956192327
2025,"SP","A",2,148.263682059964
2025,"SP","A",5,152.705061082024
2025,"SP","A",9,151.39877313436
2025,"SP","A",11,263.217021454473
2025,"SP","A",13,160.281531178481
2025,"SP","C",3,136.376461736213
2025,"SP","C",6,123.182953464798
2025,"SP","C",7,58.9135864396861
2025,"SP","C",12,538.19063443793
2025,"SP","C",15,462.6871910629
2025,"SP","E",1,513.371163432298
2025,"SP","E",4,332.972797859778
2025,"SP","E",8,76.8097313226949
2025,"SP","E",10,653.274602627206
2025,"SP","E",14,495.605647344055
